RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
157,XGBoostPoisson,22383,LUNCH BAG SUKI  DESIGN ,2011-12-05/2011-12-11,0.99775785,247.69469,247.13931,247.69469,174.74298,136.0,199.75,0.0
158,XGBoostPoisson,22960,JAM MAKING SET WITH JARS,2011-12-05/2011-12-11,1.0,283.83673,283.83673,283.83673,174.45177,350.0,211.75,0.0
159,XGBoostPoisson,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2011-12-05/2011-12-11,0.9985975,176.84447,176.59645,176.84447,173.2714,129.0,277.25,0.0
160,XGBoostPoisson,82482,WOODEN PICTURE FRAME WHITE FINISH,2011-12-05/2011-12-11,0.9977579,220.70184,220.20702,220.70184,172.70428,216.0,179.25,0.0
161,XGBoostPoisson,72741,GRAND CHOCOLATECANDLE,2011-12-05/2011-12-11,0.99583334,230.18053,229.22144,230.18053,172.57118,237.0,214.25,0.0
162,XGBoostPoisson,20992,JAZZ HEARTS PURSE NOTEBOOK,2011-12-05/2011-12-11,0.9958333,197.18349,196.36188,197.18349,171.86798,350.0,258.5,0.0
163,XGBoostPoisson,20713,JUMBO BAG OWLS,2011-12-05/2011-12-11,0.98496246,243.9529,240.28444,243.9529,170.84938,427.0,227.0,0.0
164,XGBoostPoisson,22609,PENS ASSORTED SPACEBALL,2011-12-05/2011-12-11,0.9736842,209.29492,203.78716,209.29492,168.89452,180.0,271.0,0.0
165,XGBoostPoisson,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2011-12-05/2011-12-11,0.99775785,218.91669,218.42584,218.91669,168.20807,145.0,212.0,0.0
166,XGBoostPoisson,22138,BAKING SET 9 PIECE RETROSPOT ,2011-12-05/2011-12-11,0.9886148,207.48544,205.12318,207.48544,167.62381,188.0,263.0,0.0
167,XGBoostPoisson,20712,JUMBO BAG WOODLAND ANIMALS,2011-12-05/2011-12-11,0.99583334,233.46715,232.49437,233.46715,166.89055,133.0,171.75,0.0
168,XGBoostPoisson,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2011-12-05/2011-12-11,0.9849624,169.24362,166.69861,169.24362,166.50995,149.0,202.0,0.0
169,XGBoostPoisson,84212,"ASSORTED FLOWER COLOUR ""LEIS""",2011-12-05/2011-12-11,0.9526412,151.78822,144.59972,151.78822,166.3395,480.0,141.25,0.0
170,XGBoostPoisson,22142,CHRISTMAS CRAFT WHITE FAIRY ,2011-12-05/2011-12-11,0.9849624,176.69205,174.03502,176.69205,166.30682,116.0,218.25,0.0
171,XGBoostPoisson,23295,SET OF 12 MINI LOAF BAKING CASES,2011-12-05/2011-12-11,1.0,209.7014,209.7014,209.7014,166.23918,157.0,207.25,0.0
172,XGBoostPoisson,22561,WOODEN SCHOOL COLOURING SET,2011-12-05/2011-12-11,0.9977578,273.8193,273.20535,273.8193,166.12927,155.0,221.75,0.0
173,XGBoostPoisson,22573,STAR WOODEN CHRISTMAS DECORATION,2011-12-05/2011-12-11,0.99775785,195.42847,194.99028,195.42847,166.08769,353.0,210.75,0.0
174,XGBoostPoisson,23188,VINTAGE  2 METER FOLDING RULER,2011-12-05/2011-12-11,0.9985975,239.84369,239.50731,239.84369,165.90541,207.0,266.5,0.0
175,XGBoostPoisson,15036,ASSORTED COLOURS SILK FAN,2011-12-05/2011-12-11,0.9886148,211.07693,208.67378,211.07693,165.8113,143.0,147.75,0.0
176,XGBoostPoisson,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2011-12-05/2011-12-11,0.99583334,193.80016,192.99266,193.80016,165.80006,159.0,219.5,0.0
177,XGBoostPoisson,16014,SMALL CHINESE STYLE SCISSOR,2011-12-05/2011-12-11,0.83053434,155.83644,129.42752,155.83644,165.06218,71.0,148.75,0.0
178,XGBoostPoisson,22969,HOMEMADE JAM SCENTED CANDLES,2011-12-05/2011-12-11,0.9977579,199.72234,199.27454,199.72234,164.056,142.0,127.25,0.0
179,XGBoostPoisson,84978,HANGING HEART JAR T-LIGHT HOLDER,2011-12-05/2011-12-11,0.99775785,185.87454,185.45778,185.87454,163.06418,267.0,295.5,0.0
180,XGBoostPoisson,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,2011-12-05/2011-12-11,0.99775785,181.15787,180.75168,181.15787,162.21243,277.0,242.0,0.0
181,XGBoostPoisson,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2011-12-05/2011-12-11,0.99775785,143.71977,143.39754,143.71977,161.61978,117.0,205.25,0.0
182,XGBoostPoisson,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2011-12-05/2011-12-11,1.0,228.5923,228.5923,228.5923,160.97841,243.0,238.25,0.0
183,XGBoostPoisson,23245,SET OF 3 REGENCY CAKE TINS,2011-12-05/2011-12-11,0.9985975,231.0562,230.73215,231.0562,159.39545,167.0,180.75,0.0
184,XGBoostPoisson,71459,HANGING JAM JAR T-LIGHT HOLDER,2011-12-05/2011-12-11,0.99775785,215.78734,215.30351,215.78734,159.31187,124.0,200.0,0.0
185,XGBoostPoisson,22151,PLACE SETTING WHITE HEART,2011-12-05/2011-12-11,0.99775785,199.62634,199.17876,199.62634,158.88293,239.0,171.25,0.0
186,XGBoostPoisson,22593,CHRISTMAS GINGHAM STAR,2011-12-05/2011-12-11,0.9958334,190.13408,189.34187,190.13408,158.82825,170.0,168.5,0.0
187,XGBoostPoisson,22385,JUMBO BAG SPACEBOY DESIGN,2011-12-05/2011-12-11,0.99775785,224.40619,223.90303,224.40619,158.64417,333.0,223.25,0.0
188,XGBoostPoisson,21928,JUMBO BAG SCANDINAVIAN PAISLEY,2011-12-05/2011-12-11,0.99775785,206.22275,205.76036,206.22275,158.55432,216.0,177.25,0.0
189,XGBoostPoisson,22630,DOLLY GIRL LUNCH BOX,2011-12-05/2011-12-11,0.9985975,232.04367,231.71823,232.04367,158.3248,116.0,200.0,0.0
190,XGBoostPoisson,47566,PARTY BUNTING,2011-12-05/2011-12-11,0.9977579,217.41533,216.92787,217.41533,158.19916,105.0,228.25,0.0
191,XGBoostPoisson,23078,ICE CREAM PEN LIP GLOSS ,2011-12-05/2011-12-11,0.9985975,208.34456,208.05235,208.34456,157.60065,105.0,252.75,0.0
192,XGBoostPoisson,23005,TRAVEL CARD WALLET I LOVE LONDON,2011-12-05/2011-12-11,0.9977578,199.02504,198.57878,199.02504,157.55077,157.0,196.75,0.0
193,XGBoostPoisson,21818,GLITTER CHRISTMAS HEART ,2011-12-05/2011-12-11,0.9736842,184.66348,179.80391,184.66348,156.76428,63.0,270.75,0.0
194,XGBoostPoisson,22599,CHRISTMAS MUSICAL ZINC STAR,2011-12-05/2011-12-11,0.9849624,168.65376,166.11761,168.65376,156.7071,186.0,185.75,0.0
195,XGBoostPoisson,22030,SWALLOWS GREETING CARD,2011-12-05/2011-12-11,0.9129512,195.76173,178.7209,195.76173,156.59447,676.0,256.25,0.0
196,XGBoostPoisson,85049A,TRADITIONAL CHRISTMAS RIBBONS,2011-12-05/2011-12-11,0.9958333,160.6804,160.0109,160.6804,155.45766,255.0,200.5,0.0
197,XGBoostPoisson,21231,SWEETHEART CERAMIC TRINKET BOX,2011-12-05/2011-12-11,0.9977578,198.86914,198.42323,198.86914,155.24327,189.0,157.25,0.0
198,XGBoostPoisson,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2011-12-05/2011-12-11,0.99775785,181.25822,180.85182,181.25822,154.9685,363.0,235.5,0.0
199,XGBoostPoisson,22992,REVOLVER WOODEN RULER ,2011-12-05/2011-12-11,0.9985975,227.07506,226.75659,227.07506,154.39284,185.0,218.0,0.0
200,XGBoostPoisson,23200,JUMBO BAG PEARS,2011-12-05/2011-12-11,1.0,213.42911,213.42911,213.42911,153.797,172.0,168.0,0.0
201,XGBoostPoisson,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2011-12-05/2011-12-11,0.9924051,165.35387,164.09802,165.35387,153.10393,162.0,204.75,0.0
202,XGBoostPoisson,22988,SOLDIERS EGG CUP ,2011-12-05/2011-12-11,0.9985975,277.86105,277.47134,277.86105,151.65791,255.0,183.0,0.0
203,XGBoostPoisson,22699,ROSES REGENCY TEACUP AND SAUCER ,2011-12-05/2011-12-11,0.9977578,192.9825,192.54979,192.9825,150.97614,128.0,147.25,0.0
204,XGBoostPoisson,84949,SILVER HANGING T-LIGHT HOLDER,2011-12-05/2011-12-11,0.9977578,174.30771,173.91687,174.30771,150.97095,231.0,200.0,0.0
205,XGBoostPoisson,22585,PACK OF 6 BIRDY GIFT TAGS,2011-12-05/2011-12-11,0.9938195,158.20293,157.22514,158.20293,150.67206,105.0,171.0,0.0
206,XGBoostPoisson,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2011-12-05/2011-12-11,0.9985975,162.84479,162.6164,162.84479,149.92093,178.0,124.0,0.0
207,XGBoostPoisson,22384,LUNCH BAG PINK POLKADOT,2011-12-05/2011-12-11,0.99775785,170.6517,170.26907,170.6517,149.5237,149.0,170.0,0.0
208,XGBoostPoisson,23298,SPOTTY BUNTING,2011-12-05/2011-12-11,0.9985975,215.84315,215.54044,215.84315,149.49632,112.0,208.25,0.0
209,XGBoostPoisson,22594,CHRISTMAS GINGHAM TREE,2011-12-05/2011-12-11,0.99381953,207.019,205.73952,207.019,148.8606,238.0,183.25,0.0
210,XGBoostPoisson,22161,HEART DECORATION RUSTIC HANGING ,2011-12-05/2011-12-11,0.99583334,172.80656,172.08653,172.80656,148.44458,81.0,109.25,0.0
211,XGBoostPoisson,23207,LUNCH BAG ALPHABET DESIGN,2011-12-05/2011-12-11,0.99859756,215.92685,215.62402,215.92685,148.39299,113.0,207.5,0.0
212,XGBoostPoisson,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2011-12-05/2011-12-11,0.99775785,180.85818,180.45267,180.85818,146.55112,234.0,174.75,0.0
213,XGBoostPoisson,22951,60 CAKE CASES DOLLY GIRL DESIGN,2011-12-05/2011-12-11,0.9977578,195.96985,195.53044,195.96985,144.96494,84.0,194.25,0.0
214,XGBoostPoisson,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2011-12-05/2011-12-11,0.9958333,191.34596,190.54868,191.34596,144.79092,174.0,203.5,0.0
215,XGBoostPoisson,22418,10 COLOUR SPACEBOY PEN,2011-12-05/2011-12-11,0.99775785,180.07544,179.67168,180.07544,144.51227,97.0,185.25,0.0
216,XGBoostPoisson,23350,ROLL WRAP VINTAGE SPOT ,2011-12-05/2011-12-11,0.9985975,147.56668,147.35973,147.56668,143.62004,141.0,188.25,0.0
217,XGBoostPoisson,21495,SKULLS AND CROSSBONES WRAP,2011-12-05/2011-12-11,0.98496234,166.76312,164.2554,166.76312,143.41098,100.0,212.5,0.0
218,XGBoostPoisson,22792,FLUTED ANTIQUE CANDLE HOLDER,2011-12-05/2011-12-11,0.99775785,133.33875,133.03978,133.33875,142.81407,270.0,230.5,0.0
219,XGBoostPoisson,21975,PACK OF 60 DINOSAUR CAKE CASES,2011-12-05/2011-12-11,0.9938196,161.0854,160.08983,161.0854,142.17068,100.0,161.75,0.0
220,XGBoostPoisson,84692,BOX OF 24 COCKTAIL PARASOLS,2011-12-05/2011-12-11,0.99583334,173.4755,172.75269,173.4755,141.89992,86.0,156.75,0.0
221,XGBoostPoisson,22556,PLASTERS IN TIN CIRCUS PARADE ,2011-12-05/2011-12-11,0.9958333,211.66953,210.78755,211.66953,141.73302,130.0,172.75,0.0
222,XGBoostPoisson,22571,ROCKING HORSE RED CHRISTMAS ,2011-12-05/2011-12-11,0.99381953,175.83293,174.7462,175.83293,141.09135,142.0,170.75,0.0
223,XGBoostPoisson,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2011-12-05/2011-12-11,0.98749995,150.38094,148.50116,150.38094,140.56978,180.0,171.75,0.0
224,XGBoostPoisson,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,2011-12-05/2011-12-11,0.9886148,144.07457,142.43425,144.07457,140.44583,40.0,214.0,0.0
225,XGBoostPoisson,22759,SET OF 3 NOTEBOOKS IN PARCEL,2011-12-05/2011-12-11,0.9977578,144.53436,144.21028,144.53436,139.71988,147.0,205.0,0.0
226,XGBoostPoisson,22728,ALARM CLOCK BAKELIKE PINK,2011-12-05/2011-12-11,0.99775785,150.13881,149.80217,150.13881,139.27122,241.0,138.75,0.0
227,XGBoostPoisson,22741,FUNKY DIVA PEN,2011-12-05/2011-12-11,0.9985975,181.56187,181.30724,181.56187,138.91737,112.0,147.75,0.0
228,XGBoostPoisson,23311,VINTAGE CHRISTMAS STOCKING ,2011-12-05/2011-12-11,0.99859744,157.32648,157.10582,157.32648,138.33179,144.0,189.25,0.0
229,XGBoostPoisson,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2011-12-05/2011-12-11,0.9977578,168.8243,168.44576,168.8243,138.30296,160.0,112.25,0.0
230,XGBoostPoisson,22340,NOEL GARLAND PAINTED ZINC ,2011-12-05/2011-12-11,0.9526412,135.17023,128.76872,135.17023,137.9377,132.0,175.25,0.0
231,XGBoostPoisson,22608,PENS ASSORTED FUNKY JEWELED ,2011-12-05/2011-12-11,0.9861496,125.47796,123.74004,125.47796,137.2418,92.0,152.25,0.0
232,XGBoostPoisson,22417,PACK OF 60 SPACEBOY CAKE CASES,2011-12-05/2011-12-11,0.992405,168.85855,167.57607,168.85855,136.91478,107.0,137.5,0.0
233,XGBoostPoisson,23296,SET OF 6 TEA TIME BAKING CASES,2011-12-05/2011-12-11,0.9985975,133.22816,133.0413,133.22816,136.28882,98.0,205.5,0.0
234,XGBoostPoisson,22153,ANGEL DECORATION STARS ON DRESS,2011-12-05/2011-12-11,0.9849624,139.29002,137.19543,139.29002,135.56795,118.0,211.0,0.0
235,XGBoostPoisson,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2011-12-05/2011-12-11,0.9985975,171.72151,171.48067,171.72151,135.05609,92.0,194.0,0.0
236,XGBoostPoisson,21499,BLUE POLKADOT WRAP,2011-12-05/2011-12-11,0.99381953,160.61694,159.62425,160.61694,134.66626,100.0,168.75,0.0
237,XGBoostPoisson,23210,WHITE ROCKING HORSE HAND PAINTED,2011-12-05/2011-12-11,0.9977578,155.84363,155.4942,155.84363,134.60599,105.0,180.75,0.0
238,XGBoostPoisson,85152,HAND OVER THE CHOCOLATE   SIGN ,2011-12-05/2011-12-11,0.9695238,142.63698,138.28995,142.63698,133.84982,486.0,145.5,0.0
239,XGBoostPoisson,23198,PANTRY MAGNETIC  SHOPPING LIST,2011-12-05/2011-12-11,0.9977578,150.36043,150.02328,150.36043,133.05331,164.0,123.25,0.0
240,XGBoostPoisson,22555,PLASTERS IN TIN STRONGMAN,2011-12-05/2011-12-11,0.99583334,243.33171,242.31783,243.33171,132.99814,151.0,161.5,0.0
241,XGBoostPoisson,23100,SILVER BELLS TABLE DECORATION,2011-12-05/2011-12-11,0.9977578,160.99562,160.63463,160.99562,132.92116,133.0,148.0,0.0
242,XGBoostPoisson,16237,SLEEPING CAT ERASERS,2011-12-05/2011-12-11,0.99583334,153.59116,152.95119,153.59116,132.6549,270.0,168.75,0.0
243,XGBoostPoisson,22553,PLASTERS IN TIN SKULLS,2011-12-05/2011-12-11,0.9977578,195.95775,195.51837,195.95775,132.4034,128.0,150.75,0.0
244,XGBoostPoisson,23356,LOVE HOT WATER BOTTLE,2011-12-05/2011-12-11,0.9985975,118.06254,117.89696,118.06254,132.35776,99.0,171.75,0.0
245,XGBoostPoisson,21098,CHRISTMAS TOILET ROLL,2011-12-05/2011-12-11,0.9736842,141.13777,137.42361,141.13777,132.22636,128.0,101.5,0.0
246,XGBoostPoisson,84832,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-05/2011-12-11,0.99583334,132.47566,131.92368,132.47566,132.05063,143.0,131.25,0.0
247,XGBoostPoisson,21481,FAWN BLUE HOT WATER BOTTLE,2011-12-05/2011-12-11,0.99583334,168.13954,167.43896,168.13954,131.61253,141.0,142.5,0.0
248,XGBoostPoisson,23232,WRAP VINTAGE LEAF DESIGN,2011-12-05/2011-12-11,0.9736842,118.4264,115.30991,118.4264,131.28911,25.0,162.5,0.0
249,XGBoostPoisson,21500,PINK POLKADOT WRAP ,2011-12-05/2011-12-11,0.99775785,132.1855,131.88911,132.1855,129.31389,275.0,143.75,0.0
250,XGBoostPoisson,75049L,LARGE CIRCULAR MIRROR MOBILE,2011-12-05/2011-12-11,0.97333336,108.83027,105.92813,108.83027,129.2989,210.0,187.25,0.0
251,XGBoostPoisson,23333,IVORY WICKER HEART MEDIUM,2011-12-05/2011-12-11,0.9985975,142.66144,142.46135,142.66144,128.73195,146.0,167.0,0.0
252,XGBoostPoisson,21929,JUMBO BAG PINK VINTAGE PAISLEY,2011-12-05/2011-12-11,0.9977579,163.37363,163.00732,163.37363,128.1332,108.0,169.75,0.0
253,XGBoostPoisson,22029,SPACEBOY BIRTHDAY CARD,2011-12-05/2011-12-11,0.9938196,140.17233,139.30602,140.17233,127.52627,90.0,132.0,0.0
254,XGBoostPoisson,23320,GIANT 50'S CHRISTMAS CRACKER,2011-12-05/2011-12-11,0.9985975,148.99832,148.78935,148.99832,127.294556,180.0,178.5,0.0
255,XGBoostPoisson,21704,BAG 250g SWIRLY MARBLES,2011-12-05/2011-12-11,0.99240506,143.98827,142.89468,143.98827,127.13823,76.0,163.0,0.0
256,XGBoostPoisson,22273,FELTCRAFT DOLL MOLLY,2011-12-05/2011-12-11,0.9886148,114.3299,113.02824,114.3299,126.83843,99.0,76.5,0.0
257,XGBoostPoisson,23167,SMALL CERAMIC TOP STORAGE JAR ,2011-12-05/2011-12-11,0.9977578,159.5745,159.21669,159.5745,126.06681,123.0,136.5,0.0
258,XGBoostPoisson,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2011-12-05/2011-12-11,0.9958334,169.98186,169.2736,169.98186,125.92905,116.0,150.25,0.0
259,XGBoostPoisson,22620,4 TRADITIONAL SPINNING TOPS,2011-12-05/2011-12-11,0.9977579,155.30623,154.95802,155.30623,125.1552,154.0,168.0,0.0
260,XGBoostPoisson,51014A,"FEATHER PEN,HOT PINK",2011-12-05/2011-12-11,0.9849624,123.70059,121.84043,123.70059,124.95925,96.0,196.75,0.0
261,XGBoostPoisson,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2011-12-05/2011-12-11,0.99583334,143.86035,143.26094,143.86035,123.99071,86.0,120.0,0.0
262,XGBoostPoisson,20726,LUNCH BAG WOODLAND,2011-12-05/2011-12-11,0.9958333,134.41478,133.8547,134.41478,123.34558,77.0,136.0,0.0
263,XGBoostPoisson,21136,PAINTED METAL PEARS ASSORTED,2011-12-05/2011-12-11,0.9938195,137.80286,136.95116,137.80286,122.165306,126.0,121.25,0.0
264,XGBoostPoisson,21930,JUMBO STORAGE BAG SKULLS,2011-12-05/2011-12-11,0.9977579,134.38701,134.08571,134.38701,121.819305,179.0,141.25,0.0
265,XGBoostPoisson,22419,LIPSTICK PEN RED,2011-12-05/2011-12-11,0.9977578,177.1857,176.7884,177.1857,120.94793,275.0,149.25,0.0
266,XGBoostPoisson,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2011-12-05/2011-12-11,0.99775785,129.11162,128.82213,129.11162,120.54903,211.0,175.25,0.0
267,XGBoostPoisson,23208,LUNCH BAG VINTAGE LEAF DESIGN,2011-12-05/2011-12-11,0.99775785,140.50337,140.18834,140.50337,120.46152,91.0,136.5,0.0
268,XGBoostPoisson,23157,SET OF 6 NATIVITY MAGNETS ,2011-12-05/2011-12-11,0.9861496,154.61899,152.47745,154.61899,120.25198,124.0,106.75,0.0
269,XGBoostPoisson,22697,GREEN REGENCY TEACUP AND SAUCER,2011-12-05/2011-12-11,0.9977578,141.82758,141.50957,141.82758,119.13948,155.0,131.5,0.0
270,XGBoostPoisson,21485,RETROSPOT HEART HOT WATER BOTTLE,2011-12-05/2011-12-11,0.9886148,185.91641,183.79971,185.91641,119.02671,106.0,170.5,0.0
271,XGBoostPoisson,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2011-12-05/2011-12-11,0.9938195,148.88858,147.96837,148.88858,118.846695,123.0,132.25,0.0
272,XGBoostPoisson,23294,SET OF 6 SNACK LOAF BAKING CASES,2011-12-05/2011-12-11,0.99775785,99.869385,99.64546,99.869385,118.71892,70.0,121.0,0.0
273,XGBoostPoisson,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2011-12-05/2011-12-11,0.99583334,140.71939,140.13306,140.71939,118.53593,93.0,81.5,0.0
274,XGBoostPoisson,23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-12-05/2011-12-11,0.99775785,158.59732,158.24171,158.59732,118.5244,117.0,126.5,0.0
275,XGBoostPoisson,22996,TRAVEL CARD WALLET VINTAGE TICKET,2011-12-05/2011-12-11,0.9977579,161.51819,161.15605,161.51819,117.83459,153.0,135.25,0.0
276,XGBoostPoisson,23266,SET OF 3 WOODEN STOCKING DECORATION,2011-12-05/2011-12-11,0.9977579,166.29517,165.92232,166.29517,117.550735,108.0,146.25,0.0
277,XGBoostPoisson,23326,HANGING MINI COLOURED BOTTLES,2011-12-05/2011-12-11,0.99583334,136.01689,135.45015,136.01689,117.127464,388.0,141.75,0.0
278,XGBoostPoisson,22379,RECYCLING BAG RETROSPOT ,2011-12-05/2011-12-11,0.9958334,149.86252,149.2381,149.86252,116.98468,147.0,105.75,0.0
279,XGBoostPoisson,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-12-05/2011-12-11,0.9977578,151.40279,151.06331,151.40279,115.68773,264.0,143.5,0.0
280,XGBoostPoisson,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2011-12-05/2011-12-11,0.99240506,138.24164,137.1917,138.24164,114.69628,101.0,165.5,0.0
281,XGBoostPoisson,21135,VICTORIAN  METAL POSTCARD SPRING,2011-12-05/2011-12-11,0.9736842,46.291603,45.073402,46.291603,114.56018,25.0,328.25,0.0
282,XGBoostPoisson,23083,SET 6 PAPER TABLE LANTERN STARS ,2011-12-05/2011-12-11,0.99775785,159.08704,158.73035,159.08704,114.172935,231.0,173.25,0.0
283,XGBoostPoisson,22945,CHRISTMAS METAL TAGS ASSORTED ,2011-12-05/2011-12-11,0.9886148,134.029,132.50307,134.029,114.15541,88.0,125.5,0.0
284,XGBoostPoisson,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2011-12-05/2011-12-11,0.9631336,102.071594,98.30858,102.071594,114.067696,312.0,142.25,0.0
285,XGBoostPoisson,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2011-12-05/2011-12-11,0.99775785,137.63333,137.32474,137.63333,113.877266,70.0,168.25,0.0
286,XGBoostPoisson,23445,ICE CREAM BUBBLES,2011-12-05/2011-12-11,0.9977578,115.16429,114.90607,115.16429,113.76704,80.0,100.5,0.0
287,XGBoostPoisson,23322,LARGE WHITE HEART OF WICKER,2011-12-05/2011-12-11,0.99775785,139.74686,139.43352,139.74686,113.54369,82.0,138.0,0.0
288,XGBoostPoisson,22113,GREY HEART HOT WATER BOTTLE,2011-12-05/2011-12-11,0.99240506,163.55652,162.31432,163.55652,113.14181,110.0,146.5,0.0
289,XGBoostPoisson,22045,SPACEBOY GIFT WRAP,2011-12-05/2011-12-11,0.9849624,89.671234,88.32279,89.671234,112.99031,50.0,193.75,0.0
290,XGBoostPoisson,84836,ZINC METAL HEART DECORATION,2011-12-05/2011-12-11,0.99381953,137.34027,136.49144,137.34027,112.91544,62.0,132.5,0.0
291,XGBoostPoisson,21015,DARK BIRD HOUSE TREE DECORATION,2011-12-05/2011-12-11,0.9695238,99.925865,96.8805,99.925865,112.49717,80.0,154.75,0.0
292,XGBoostPoisson,15034,PAPER POCKET TRAVELING FAN ,2011-12-05/2011-12-11,0.95264125,75.34333,71.77516,75.34333,112.40982,16.0,44.0,0.0
293,XGBoostPoisson,84375,SET OF 20 KIDS COOKIE CUTTERS,2011-12-05/2011-12-11,0.99583334,167.96092,167.2611,167.96092,111.87668,121.0,131.5,0.0
294,XGBoostPoisson,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2011-12-05/2011-12-11,0.9958333,155.36429,154.71693,155.36429,111.82426,119.0,132.0,0.0
295,XGBoostPoisson,23247,BISCUIT TIN 50'S CHRISTMAS,2011-12-05/2011-12-11,0.99381953,102.518486,101.88487,102.518486,111.76903,120.0,105.75,0.0
296,XGBoostPoisson,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2011-12-05/2011-12-11,0.9886148,121.74223,120.35617,121.74223,111.55121,126.0,115.25,0.0
297,XGBoostPoisson,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2011-12-05/2011-12-11,0.9958334,150.29846,149.67223,150.29846,111.43897,175.0,140.75,0.0
298,XGBoostPoisson,23212,HEART WREATH DECORATION WITH BELL,2011-12-05/2011-12-11,0.9977579,146.69998,146.37106,146.69998,110.733894,140.0,133.25,0.0
299,XGBoostPoisson,21871,SAVE THE PLANET MUG,2011-12-05/2011-12-11,0.99583334,104.13517,103.70127,104.13517,108.9836,107.0,79.75,0.0
300,XGBoostPoisson,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2011-12-05/2011-12-11,0.9886148,156.08023,154.30322,156.08023,108.971855,287.0,150.5,0.0
301,XGBoostPoisson,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2011-12-05/2011-12-11,0.9958333,146.39845,145.78845,146.39845,108.84566,96.0,120.75,0.0
302,XGBoostPoisson,22083,PAPER CHAIN KIT RETROSPOT,2011-12-05/2011-12-11,0.9977579,135.02596,134.72322,135.02596,108.75513,101.0,144.75,0.0
303,XGBoostPoisson,23231,WRAP DOILEY DESIGN,2011-12-05/2011-12-11,0.9977579,135.94328,135.63849,135.94328,107.455605,75.0,125.0,0.0
304,XGBoostPoisson,22130,PARTY CONE CHRISTMAS DECORATION ,2011-12-05/2011-12-11,0.97368425,92.92932,90.48382,92.92932,105.649315,66.0,246.0,0.0
305,XGBoostPoisson,22549,PICTURE DOMINOES,2011-12-05/2011-12-11,0.9958334,130.10764,129.56552,130.10764,104.98827,100.0,161.75,0.0
306,XGBoostPoisson,21169,YOU'RE CONFUSING ME METAL SIGN ,2011-12-05/2011-12-11,0.9875001,139.0601,137.32187,139.0601,104.8819,209.0,142.25,0.0
307,XGBoostPoisson,22155,STAR DECORATION RUSTIC,2011-12-05/2011-12-11,0.97368425,82.90777,80.72599,82.90777,104.32549,35.0,181.25,0.0
308,XGBoostPoisson,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2011-12-05/2011-12-11,0.9977579,120.85413,120.58317,120.85413,104.03355,145.0,129.0,0.0
309,XGBoostPoisson,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2011-12-05/2011-12-11,0.99775785,120.951546,120.68035,120.951546,103.975075,102.0,119.0,0.0
310,XGBoostPoisson,23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-12-05/2011-12-11,0.9985975,117.04561,116.881454,117.04561,103.74553,119.0,165.5,0.0
311,XGBoostPoisson,23546,WRAP PAISLEY PARK ,2011-12-05/2011-12-11,0.9958333,76.756714,76.43689,76.756714,103.67031,50.0,162.5,0.0
312,XGBoostPoisson,21121,SET/10 RED POLKADOT PARTY CANDLES,2011-12-05/2011-12-11,0.9938196,111.912834,111.22117,111.912834,103.49483,37.0,91.75,0.0
313,XGBoostPoisson,23230,WRAP ALPHABET DESIGN,2011-12-05/2011-12-11,0.97333336,88.56286,86.20119,88.56286,103.46803,25.0,181.25,0.0
