StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice
23206,LUNCH BAG APPLE DESIGN,12028,20514.66,1015,34,18,1.65,2011-04-11 16:47:00,2011-12-04 15:19:00,11.85024630541872
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,11996,6527.0,4,3,3,1.5499999999999998,2009-12-15 14:03:00,2010-02-17 10:51:00,2999.0
21891,TRADITIONAL WOODEN SKIPPING ROPE,11941,15241.02,800,92,17,1.25,2009-12-07 12:42:00,2011-12-04 12:08:00,14.92625
22348,TEA BAG PLATE RED RETROSPOT,11915,10140.439999999999,923,102,21,0.85,2009-12-07 10:41:00,2011-12-04 11:50:00,12.90899241603467
79000,MOROCCAN TEA GLASS,11888,9631.5,428,86,13,0.85,2009-12-07 12:19:00,2011-09-12 16:14:00,27.77570093457944
23310,BUBBLEGUM RING ASSORTED,11821,4896.179999999999,234,26,10,0.42,2011-06-09 11:49:00,2011-12-04 15:18:00,50.51709401709402
22467,GUMBALL COAT RACK,11697,27641.37,1075,76,19,2.55,2010-03-04 14:45:00,2011-12-04 13:20:00,10.88093023255814
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,11520,1138.04,23,18,2,0.85,2009-12-10 09:49:00,2010-09-27 16:30:00,500.8695652173913
23307,SET OF 60 PANTRY DESIGN CAKE CASES,11503,6102.990000000001,607,27,19,0.55,2011-06-03 12:07:00,2011-12-04 15:19:00,18.950576606260295
84949,SILVER HANGING T-LIGHT HOLDER,11479,18302.739999999998,673,100,7,1.65,2009-12-07 12:12:00,2011-12-04 14:01:00,17.056463595839524
22561,WOODEN SCHOOL COLOURING SET,11467,19246.64,891,88,18,1.65,2010-03-25 11:28:00,2011-12-02 10:47:00,12.869809203142536
22555,PLASTERS IN TIN STRONGMAN,11454,18508.809999999998,952,88,24,1.65,2010-03-25 12:12:00,2011-12-04 13:55:00,12.031512605042018
84378,SET OF 3 HEART COOKIE CUTTERS,11442,15077.57,1218,102,17,1.25,2009-12-07 17:56:00,2011-12-04 11:45:00,9.394088669950738
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11386,1041.42,70,42,6,0.18,2009-12-07 13:48:00,2011-07-20 16:12:00,162.65714285714284
22867,HAND WARMER BIRD DESIGN,11263,24865.61,1014,38,10,2.1,2010-09-10 13:59:00,2011-12-04 15:00:00,11.107495069033531
21871,SAVE THE PLANET MUG,11160,13186.57,748,93,12,1.25,2009-12-07 14:02:00,2011-12-02 16:39:00,14.919786096256685
22027,TEA PARTY BIRTHDAY CARD,11146,4741.43,831,101,19,0.42,2009-12-07 18:02:00,2011-12-02 10:41:00,13.412755716004813
35961,FOLKART ZINC HEART CHRISTMAS DEC,11021,9194.859999999999,618,100,11,0.85,2009-12-07 17:56:00,2011-12-04 13:59:00,17.833333333333332
20993,JAZZ HEARTS MEMO PAD,10966,1332.41,31,12,3,0.85,2009-12-09 15:03:00,2010-03-09 12:48:00,353.741935483871
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,10951,14163.58,801,99,13,1.25,2009-12-07 13:35:00,2011-12-04 15:38:00,13.671660424469414
22951,60 CAKE CASES DOLLY GIRL DESIGN,10924,5741.72,621,63,22,0.55,2010-09-19 12:15:00,2011-12-04 13:45:00,17.59098228663446
21390,FILIGRIS HEART WITH BUTTERFLY,10821,13404.12,578,101,9,1.25,2009-12-08 15:00:00,2011-12-04 14:01:00,18.72145328719723
21916,SET 12 RETRO WHITE CHALK STICKS,10756,4630.25,685,102,8,0.42,2009-12-07 13:48:00,2011-12-04 14:55:00,15.702189781021898
22114,HOT WATER BOTTLE TEA AND SYMPATHY,10754,54294.73,1482,76,18,3.95,2009-12-07 10:41:00,2011-12-04 10:10:00,7.256410256410256
16047,POP ART PEN CASE & PENS,10611,1053.8500000000001,30,21,2,0.85,2009-12-13 15:43:00,2010-10-24 11:17:00,353.7
21385,IVORY HANGING DECORATION  HEART,10558,9123.699999999999,675,96,7,0.85,2009-12-07 12:32:00,2011-12-01 12:53:00,15.641481481481481
23202,JUMBO BAG VINTAGE LEAF,10541,20995.43,854,31,11,2.08,2011-05-06 15:40:00,2011-12-04 16:07:00,12.343091334894613
21314,SMALL GLASS HEART TRINKET POT,10519,22875.350000000002,1039,102,10,2.1,2009-12-07 12:32:00,2011-12-02 16:39:00,10.124157844080846
21506,"FANCY FONT BIRTHDAY CARD,",10516,4393.54,651,102,14,0.42,2009-12-07 11:46:00,2011-12-04 15:18:00,16.153609831029186
15056N,EDWARDIAN PARASOL NATURAL,10509,55157.28,1009,102,13,5.95,2009-12-07 08:13:00,2011-12-04 14:55:00,10.415262636273539
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,10484,39199.57,1050,97,27,3.75,2009-12-07 12:26:00,2011-12-04 15:19:00,9.984761904761905
17084R,ASSORTED INCENSE PACK,10481,1938.21,64,45,3,0.21,2009-12-08 12:54:00,2011-11-06 14:08:00,163.765625
22112,CHOCOLATE HOT WATER BOTTLE,10448,54493.79,1634,102,16,4.95,2009-12-07 12:08:00,2011-12-04 15:00:00,6.394124847001224
22741,FUNKY DIVA PEN,10387,8928.279999999999,282,60,10,0.85,2010-09-30 14:46:00,2011-12-04 15:00:00,36.833333333333336
21669,BLUE STRIPE CERAMIC DRAWER KNOB,10386,13594.26,791,90,14,1.25,2009-12-07 13:35:00,2011-12-04 15:38:00,13.130214917825537
21967,PACK OF 12 SKULL TISSUES,10372,3063.5599999999995,464,91,13,0.29,2009-12-07 17:56:00,2011-12-01 16:22:00,22.353448275862068
20676,RED RETROSPOT BOWL,10344,12932.050000000001,945,102,22,1.25,2009-12-07 08:53:00,2011-12-02 16:39:00,10.946031746031746
21136,PAINTED METAL PEARS ASSORTED,10341,17129.36,725,101,12,1.69,2009-12-07 11:20:00,2011-12-04 11:50:00,14.26344827586207
22557,PLASTERS IN TIN VINTAGE PAISLEY,10278,17226.55,1109,88,29,1.65,2010-03-25 13:16:00,2011-12-04 14:55:00,9.2678088367899
22666,RECIPE BOX PANTRY YELLOW DESIGN,10270,32186.780000000002,1630,73,23,2.95,2010-07-09 17:17:00,2011-12-04 14:01:00,6.300613496932515
21668,RED STRIPE CERAMIC DRAWER KNOB,10203,13682.59,805,95,12,1.25,2009-12-07 17:56:00,2011-12-04 14:51:00,12.674534161490683
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,10183,13732.37,1081,102,16,1.25,2009-12-07 17:56:00,2011-12-04 11:45:00,9.419981498612396
15034,PAPER POCKET TRAVELING FAN,10148,1413.4900000000002,251,90,10,0.14,2009-12-07 17:56:00,2011-11-30 15:13:00,40.430278884462155
22444,GROW YOUR OWN PLANT IN A CAN,10132,13856.6,453,54,17,1.25,2010-03-23 11:41:00,2011-05-19 10:47:00,22.36644591611479
22139,RETROSPOT TEA SET CERAMIC 11 PC,10123,50273.630000000005,1997,99,27,4.95,2009-12-07 08:53:00,2011-12-04 16:07:00,5.069103655483225
22632,HAND WARMER RED RETROSPOT,10087,20099.820000000003,752,31,9,2.1,2010-09-20 15:33:00,2011-12-04 13:54:00,13.413563829787234
48138,DOORMAT UNION FLAG,10022,66554.66,1650,101,12,7.49,2009-12-15 11:56:00,2011-12-04 11:55:00,6.073939393939394
22188,BLACK HEART CARD HOLDER,10011,27274.170000000002,558,96,7,3.95,2009-12-14 17:57:00,2011-12-02 17:06:00,17.940860215053764
84029E,RED WOOLLY HOTTIE WHITE HEART.,10005,40770.85,1085,95,10,3.75,2009-12-07 09:42:00,2011-12-04 14:51:00,9.221198156682028
22530,MAGIC DRAWING SLATE DOLLY GIRL,9989,4225.17,462,86,15,0.42,2010-03-28 13:10:00,2011-11-30 17:37:00,21.62121212121212
16046,TEATIME PEN CASE & PENS,9959,1204.41,57,41,2,0.85,2009-12-07 18:02:00,2011-11-28 11:26:00,174.71929824561403
22333,RETROSPOT PARTY BAG + STICKER SET,9949,15506.0,683,101,22,1.65,2009-12-07 10:41:00,2011-11-28 13:56:00,14.566617862371888
23077,DOUGHNUT LIP GLOSS,9930,13108.47,327,37,15,1.25,2011-03-24 08:44:00,2011-12-04 13:45:00,30.36697247706422
21124,SET/10 BLUE SPOTTY PARTY CANDLES,9927,12042.65,612,100,21,1.25,2009-12-07 15:42:00,2011-12-02 13:35:00,16.220588235294116
22652,TRAVEL SEWING KIT,9910,16794.05,830,70,26,1.65,2010-07-18 12:20:00,2011-11-15 16:38:00,11.939759036144578
22662,LUNCH BAG DOLLY GIRL DESIGN,9898,16118.72,985,71,17,1.65,2010-07-19 12:22:00,2011-12-04 13:59:00,10.048730964467005
16161U,WRAP SUKI AND FRIENDS,9876,4021.92,312,96,13,0.42,2009-12-08 12:46:00,2011-12-02 16:34:00,31.653846153846153
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,9854,12998.55,748,102,14,1.25,2009-12-07 13:35:00,2011-12-02 10:07:00,13.17379679144385
16237,SLEEPING CAT ERASERS,9824,2114.06,555,101,7,0.21,2009-12-07 13:32:00,2011-12-04 13:15:00,17.7009009009009
20973,12 PENCIL SMALL TUBE WOODLAND,9720,6661.8,635,79,14,0.65,2010-03-17 12:19:00,2011-12-04 13:59:00,15.307086614173228
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,9687,26413.7,739,43,17,2.89,2010-09-16 11:40:00,2011-12-04 13:32:00,13.108254397834912
22219,LOVEBIRD HANGING DECORATION WHITE,9641,9150.48,1134,101,13,0.85,2009-12-07 11:46:00,2011-12-04 13:15:00,8.501763668430335
22959,WRAP CHRISTMAS VILLAGE,9613,3929.46,279,32,12,0.42,2010-09-06 17:13:00,2011-12-04 13:32:00,34.45519713261649
84050,PINK HEART SHAPE EGG FRYING PAN,9589,14145.0,703,95,19,1.65,2009-12-07 09:18:00,2011-11-01 10:30:00,13.640113798008535
20685,DOORMAT RED RETROSPOT,9569,64950.27,1670,101,18,7.95,2009-12-07 10:33:00,2011-12-04 12:52:00,5.729940119760479
62018,SOMBRERO,9558,12433.3,125,70,5,1.95,2009-12-11 12:58:00,2011-12-04 11:56:00,76.464
22296,HEART IVORY TRELLIS LARGE,9546,15731.989999999998,811,91,10,1.65,2009-12-08 10:02:00,2011-12-04 14:01:00,11.770653514180024
22697,GREEN REGENCY TEACUP AND SAUCER,9541,29611.23,1330,68,21,2.95,2010-08-11 15:46:00,2011-12-04 15:18:00,7.173684210526316
21908,CHOCOLATE THIS WAY METAL SIGN,9535,18782.2,948,102,16,2.1,2009-12-07 13:45:00,2011-12-04 13:32:00,10.058016877637131
23344,JUMBO BAG 50'S CHRISTMAS,9526,22185.100000000002,671,25,12,2.08,2011-06-15 13:25:00,2011-12-04 16:07:00,14.19672131147541
82484,WOOD BLACK BOARD ANT WHITE FINISH,9506,54876.7,1155,86,15,6.75,2010-04-11 10:30:00,2011-12-04 15:19:00,8.23030303030303
21174,POTTERING IN THE SHED METAL SIGN,9438,18997.829999999998,1094,102,5,2.08,2009-12-07 18:02:00,2011-12-04 15:19:00,8.627056672760512
22759,SET OF 3 NOTEBOOKS IN PARCEL,9380,15866.559999999998,795,69,20,1.65,2010-08-08 12:43:00,2011-11-30 11:08:00,11.79874213836478
22130,PARTY CONE CHRISTMAS DECORATION,9338,10628.66,396,62,12,0.85,2009-12-07 15:28:00,2011-12-02 12:52:00,23.58080808080808
22791,T-LIGHT GLASS FLUTED ANTIQUE,9248,11442.36,419,52,8,1.25,2010-10-22 11:41:00,2011-12-04 15:00:00,22.071599045346062
22381,TOY TIDY PINK POLKADOT,9247,19563.01,1093,97,19,2.1,2010-01-24 13:46:00,2011-12-04 16:07:00,8.460201280878316
21165,BEWARE OF THE CAT METAL SIGN,9236,14922.64,944,98,16,1.69,2009-12-07 13:45:00,2011-12-04 11:45:00,9.783898305084746
16045,POPART WOODEN PENCILS ASST,9212,425.44,73,35,4,0.04,2010-01-07 14:20:00,2011-12-04 13:59:00,126.1917808219178
21238,RED RETROSPOT CUP,9196,7920.83,877,102,20,0.85,2009-12-07 13:57:00,2011-12-04 14:51:00,10.485746864310148
21671,RED SPOT CERAMIC DRAWER KNOB,9185,11954.45,708,89,15,1.25,2009-12-07 17:56:00,2011-11-30 11:18:00,12.97316384180791
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,9136,34016.44,994,102,23,3.75,2009-12-07 12:26:00,2011-12-04 15:19:00,9.191146881287727
22111,SCOTTIE DOG HOT WATER BOTTLE,9131,46452.05,1596,99,16,4.95,2009-12-07 10:48:00,2011-12-04 14:55:00,5.721177944862156
22536,MAGIC DRAWING SLATE PURDEY,9041,3565.24,361,83,10,0.42,2010-03-28 13:31:00,2011-12-02 12:59:00,25.04432132963989
47591D,PINK FAIRY CAKE CHILDRENS APRON,9017,16749.77,1105,98,23,1.95,2009-12-07 09:42:00,2011-12-04 11:45:00,8.160180995475113
22988,SOLDIERS EGG CUP,8961,10768.89,430,45,4,1.25,2010-11-23 12:57:00,2011-12-02 16:39:00,20.83953488372093
22138,BAKING SET 9 PIECE RETROSPOT,8954,43782.880000000005,1826,97,29,4.95,2009-12-07 09:42:00,2011-12-04 13:55:00,4.903614457831325
21156,RETROSPOT CHILDRENS APRON,8919,16575.22,900,101,23,1.95,2009-12-07 08:53:00,2011-12-04 16:07:00,9.91
22158,3 HEARTS HANGING DECORATION RUSTIC,8882,28902.99,706,72,7,2.95,2009-12-14 17:16:00,2011-12-04 15:00:00,12.580736543909348
85160A,WHITE BIRD GARDEN DESIGN MUG,8816,1493.75,32,23,2,1.25,2009-12-10 09:49:00,2011-01-25 17:10:00,275.5
M,Manual,8816,338793.72000000003,776,102,21,2.95,2009-12-08 09:49:00,2011-12-01 13:08:00,11.360824742268042
21868,POTTING SHED TEA MUG,8803,10822.78,849,92,6,1.25,2009-12-07 08:13:00,2011-12-02 16:39:00,10.36866902237927
22960,JAM MAKING SET WITH JARS,8801,37310.57,1132,53,26,4.25,2010-11-28 12:38:00,2011-12-04 14:55:00,7.774734982332156
22544,MINI JIGSAW SPACEBOY,8787,3632.83,323,85,16,0.42,2010-03-25 16:25:00,2011-12-02 16:39:00,27.204334365325078
21670,BLUE SPOT CERAMIC DRAWER KNOB,8746,11935.25,755,98,11,1.25,2009-12-07 17:56:00,2011-12-01 16:22:00,11.584105960264901
21169,YOU'RE CONFUSING ME METAL SIGN,8728,14035.85,756,82,9,1.69,2009-12-08 15:49:00,2011-12-04 12:48:00,11.544973544973544
22084,PAPER CHAIN KIT EMPIRE,8684,24828.510000000002,799,89,6,2.95,2009-12-07 13:24:00,2011-09-26 13:57:00,10.868585732165206
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,8664,32223.32,926,100,27,3.75,2009-12-07 12:26:00,2011-12-01 18:03:00,9.356371490280777
21509,COWBOYS AND INDIANS BIRTHDAY CARD,8571,3532.67,616,101,11,0.42,2009-12-07 17:56:00,2011-12-04 13:32:00,13.91396103896104
22907,PACK OF 20 NAPKINS PANTRY DESIGN,8554,7173.07,819,63,19,0.85,2010-09-16 13:06:00,2011-12-04 12:44:00,10.444444444444445
22704,WRAP RED APPLES,8553,3512.26,290,78,14,0.42,2010-05-27 16:54:00,2011-12-04 16:07:00,29.49310344827586
10002,INFLATABLE POLITICAL GLOBE,8531,6823.26,352,69,12,0.85,2009-12-07 16:40:00,2011-04-18 12:56:00,24.235795454545453
22440,BALLOON WATER BOMB PACK OF 35,8503,3391.01,290,77,7,0.42,2010-04-11 12:37:00,2011-12-01 13:08:00,29.320689655172412
22621,TRADITIONAL KNITTING NANCY,8489,13338.909999999998,848,79,16,1.65,2010-05-06 18:01:00,2011-12-02 16:39:00,10.01061320754717
21989,PACK OF 20 SKULL PAPER NAPKINS,8427,6678.139999999999,639,99,17,0.85,2009-12-08 16:09:00,2011-12-04 11:45:00,13.187793427230046
15056BL,EDWARDIAN PARASOL BLACK,8406,42922.82,827,102,14,5.95,2009-12-07 08:13:00,2011-12-02 13:21:00,10.164449818621524
22087,PAPER BUNTING WHITE LACE,8389,25129.22,837,73,13,2.95,2009-12-07 12:19:00,2011-11-24 09:21:00,10.022700119474313
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8377,12427.43,862,81,16,1.45,2010-05-14 15:41:00,2011-12-04 14:15:00,9.718097447795824
23298,SPOTTY BUNTING,8370,42602.9,1124,31,16,4.95,2011-05-04 13:57:00,2011-12-04 13:59:00,7.44661921708185
22950,36 DOILIES VINTAGE CHRISTMAS,8333,11452.64,352,31,12,1.45,2010-09-19 13:02:00,2011-11-07 11:33:00,23.673295454545453
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,8306,4519.67,63,32,8,2.95,2009-12-07 13:32:00,2010-09-27 16:30:00,131.84126984126985
22727,ALARM CLOCK BAKELIKE RED,8297,33326.38,1326,62,22,3.75,2010-09-24 10:29:00,2011-12-04 14:51:00,6.257164404223228
82581,TOILET METAL SIGN,8288,4585.85,900,102,11,0.55,2009-12-07 10:33:00,2011-12-04 13:59:00,9.20888888888889
22633,HAND WARMER UNION JACK,8277,17012.120000000003,824,34,7,2.1,2010-10-07 09:12:00,2011-12-04 13:59:00,10.044902912621358
23232,WRAP VINTAGE LEAF DESIGN,8276,3331.92,231,44,8,0.42,2011-01-17 12:31:00,2011-11-30 10:18:00,35.82683982683983
23301,GARDENERS KNEELING PAD KEEP CALM,8258,14996.46,867,30,9,1.65,2011-05-15 11:43:00,2011-12-04 15:19:00,9.52479815455594
85150,LADIES & GENTLEMEN METAL SIGN,8189,19761.92,1073,87,12,2.55,2009-12-07 12:18:00,2011-12-04 15:19:00,7.631873252562908
22295,HEART FILIGREE DOVE LARGE,8187,13493.679999999998,681,92,9,1.65,2009-12-07 13:06:00,2011-12-04 12:52:00,12.022026431718063
35970,ZINC FOLKART SLEIGH BELLS,8171,14591.18,666,74,11,1.69,2010-03-19 13:41:00,2011-12-04 14:55:00,12.26876876876877
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,8145,20081.94,1196,102,18,2.55,2009-12-07 13:24:00,2011-12-04 12:32:00,6.8102006688963215
84988,SET OF 72 PINK HEART PAPER DOILIES,8145,12663.689999999999,1000,102,20,1.45,2009-12-07 17:56:00,2011-12-04 14:55:00,8.145
21900,"KEY FOB , SHED",8133,5382.68,812,101,5,0.65,2009-12-07 12:08:00,2011-12-02 16:39:00,10.016009852216749
21098,CHRISTMAS TOILET ROLL,8116,12403.41,563,55,11,1.25,2009-12-07 17:56:00,2011-12-04 13:20:00,14.41563055062167
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,8116,6546.78,622,71,15,0.85,2010-07-19 12:22:00,2011-12-02 16:39:00,13.04823151125402
22065,CHRISTMAS PUDDING TRINKET POT,8104,5892.62,428,58,10,1.45,2009-12-07 11:47:00,2011-12-04 13:59:00,18.934579439252335
16162L,THE KING GIFT BAG,8101,570.4300000000001,30,25,2,0.65,2009-12-09 12:45:00,2011-09-13 11:14:00,270.03333333333336
22531,MAGIC DRAWING SLATE CIRCUS PARADE,8087,3487.18,404,86,14,0.42,2010-03-31 11:58:00,2011-12-02 12:59:00,20.01732673267327
22620,4 TRADITIONAL SPINNING TOPS,8081,10896.13,823,82,21,1.45,2010-05-09 16:10:00,2011-12-04 13:32:00,9.818955042527339
21507,"ELEPHANT, BIRTHDAY CARD,",8048,3379.0099999999998,567,102,14,0.42,2009-12-07 08:53:00,2011-12-02 16:39:00,14.19400352733686
23293,SET OF 12 FAIRY CAKE BAKING CASES,8029,6601.94,527,21,18,0.83,2011-07-12 15:56:00,2011-12-04 15:18:00,15.235294117647058
22698,PINK REGENCY TEACUP AND SAUCER,8010,23732.93,1012,62,18,2.95,2010-08-11 15:46:00,2011-12-04 15:18:00,7.91501976284585
22966,GINGERBREAD MAN COOKIE CUTTER,8010,9840.97,704,51,14,1.25,2010-11-09 12:39:00,2011-12-04 16:07:00,11.377840909090908
84987,SET OF 36 TEATIME PAPER DOILIES,8007,11674.199999999999,798,102,18,1.45,2009-12-07 13:49:00,2011-12-04 12:44:00,10.033834586466165
21154,RED RETROSPOT OVEN GLOVE,7984,11526.39,876,102,16,1.25,2009-12-07 15:26:00,2011-12-04 14:51:00,9.114155251141552
22367,CHILDRENS APRON SPACEBOY DESIGN,7965,15536.619999999999,1131,99,23,1.95,2010-01-10 11:08:00,2011-12-04 12:44:00,7.042440318302387
23076,ICE CREAM SUNDAE LIP GLOSS,7952,9775.92,270,36,16,1.25,2011-03-24 09:44:00,2011-12-04 13:59:00,29.451851851851853
21481,FAWN BLUE HOT WATER BOTTLE,7947,24786.81,993,98,17,2.95,2009-12-07 10:41:00,2011-12-04 12:44:00,8.003021148036254
22335,HEART DECORATION PAINTED ZINC,7894,5182.58,488,100,9,0.65,2009-12-07 12:32:00,2011-12-04 13:15:00,16.17622950819672
23230,WRAP ALPHABET DESIGN,7876,3175.92,232,46,12,0.42,2011-01-13 11:48:00,2011-11-30 16:43:00,33.94827586206897
22047,EMPIRE GIFT WRAP,7875,3209.5,253,88,6,0.42,2009-12-07 15:42:00,2011-11-28 08:48:00,31.126482213438734
21917,SET 12 KIDS  WHITE CHALK STICKS,7820,3244.0099999999998,454,97,15,0.42,2009-12-07 12:19:00,2011-12-04 13:59:00,17.22466960352423
21988,PACK OF 6 SKULL PAPER PLATES,7801,5795.5199999999995,411,99,16,0.85,2009-12-07 15:28:00,2011-11-28 13:26:00,18.980535279805352
20979,36 PENCILS TUBE RED RETROSPOT,7778,9789.2,675,101,19,1.25,2009-12-07 11:35:00,2011-12-02 16:39:00,11.522962962962962
21936,RED RETROSPOT PICNIC BAG,7760,22573.48,1032,101,21,2.95,2009-12-07 18:02:00,2011-12-04 16:02:00,7.51937984496124
23207,LUNCH BAG ALPHABET DESIGN,7748,13173.71,724,34,13,1.65,2011-04-11 16:47:00,2011-12-04 15:19:00,10.701657458563536
21892,TRADITIONAL WOODEN CATCH CUP GAME,7720,9968.4,792,100,15,1.25,2009-12-07 13:57:00,2011-12-04 13:45:00,9.747474747474747
22553,PLASTERS IN TIN SKULLS,7712,12854.889999999998,1073,88,23,1.65,2010-03-25 13:16:00,2011-12-04 13:59:00,7.187325256290774
23204,CHARLOTTE BAG APPLES DESIGN,7699,7424.22,566,34,11,0.85,2011-04-11 16:47:00,2011-12-04 16:07:00,13.602473498233216
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,7678,11860.249999999998,388,80,17,1.65,2009-12-13 12:36:00,2011-11-30 11:31:00,19.788659793814432
48194,DOORMAT HEARTS,7676,48327.88,1324,102,14,7.95,2009-12-07 11:35:00,2011-12-04 10:11:00,5.7975830815709966
22945,CHRISTMAS METAL TAGS ASSORTED,7629,7344.099999999999,336,44,12,0.85,2010-09-19 11:25:00,2011-12-02 16:39:00,22.705357142857142
21830,ASSORTED CREEPY CRAWLIES,7610,3165.44,254,90,4,0.42,2009-12-07 16:40:00,2011-11-23 13:39:00,29.96062992125984
23309,SET OF 60 I LOVE LONDON CAKE CASES,7594,4170.4,389,27,8,0.55,2011-06-02 15:13:00,2011-12-04 15:19:00,19.52185089974293
20677,PINK POLKADOT BOWL,7546,9525.24,740,102,22,1.25,2009-12-07 17:56:00,2011-12-02 16:07:00,10.197297297297297
21392,RED SPOTTY PUDDING BOWL,7539,1465.53,47,35,8,2.1,2009-12-16 11:43:00,2011-03-17 19:01:00,160.40425531914894
21172,PARTY METAL SIGN,7538,11163.65,947,95,11,1.45,2009-12-07 13:45:00,2011-12-04 13:32:00,7.95987328405491
22150,3 STRIPEY MICE FELTCRAFT,7537,13934.16,895,101,12,1.95,2009-12-07 10:42:00,2011-12-04 15:54:00,8.42122905027933
21240,BLUE POLKADOT CUP,7515,6478.86,758,102,21,0.85,2009-12-09 12:30:00,2011-12-02 14:26:00,9.914248021108179
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,7450,10081.39,507,59,11,1.25,2010-10-17 11:23:00,2011-12-04 12:32:00,14.694280078895464
84375,SET OF 20 KIDS COOKIE CUTTERS,7432,15375.720000000001,767,94,17,2.1,2009-12-07 12:19:00,2011-12-04 14:55:00,9.689700130378096
22726,ALARM CLOCK BAKELIKE GREEN,7426,31457.079999999998,1241,58,17,3.75,2010-09-24 10:29:00,2011-12-04 14:51:00,5.983883964544722
21754,HOME BUILDING BLOCK WORD,7407,45304.39,2019,102,16,5.95,2009-12-07 10:33:00,2011-12-04 11:56:00,3.6686478454680533
22491,PACK OF 12 COLOURED PENCILS,7399,5929.599999999999,388,82,15,0.85,2010-05-06 10:28:00,2011-12-02 12:24:00,19.06958762886598
22464,HANGING METAL HEART LANTERN,7380,12580.739999999998,757,91,10,1.65,2010-03-04 14:50:00,2011-12-04 12:31:00,9.749009247027741
22720,SET OF 3 CAKE TINS PANTRY DESIGN,7352,37232.200000000004,1358,49,22,4.95,2010-12-13 15:13:00,2011-12-02 16:39:00,5.4138438880706925
21786,POLKADOT RAIN HAT,7331,2973.17,434,97,9,0.79,2009-12-07 17:56:00,2011-12-04 12:44:00,16.891705069124423
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,7326,6264.67,712,63,13,0.85,2009-12-08 11:07:00,2011-03-03 16:22:00,10.289325842696629
21485,RETROSPOT HEART HOT WATER BOTTLE,7316,35672.47,1311,98,18,4.95,2009-12-07 10:41:00,2011-12-04 13:54:00,5.58047292143402
21519,GIN & TONIC DIET GREETING CARD,7280,3116.28,543,98,14,0.42,2009-12-07 13:17:00,2011-11-24 10:42:00,13.406998158379373
21239,PINK  POLKADOT CUP,7269,6346.09,735,102,21,0.85,2009-12-07 17:56:00,2011-12-02 14:26:00,9.889795918367346
48187,DOORMAT NEW ENGLAND,7210,45668.56,1243,95,13,7.95,2009-12-07 10:33:00,2011-12-04 15:35:00,5.80048270313757
82582,AREA PATROLLED METAL SIGN,7206,14562.02,766,95,8,2.1,2009-12-07 12:18:00,2011-12-04 13:00:00,9.407310704960835
21078,SET/20 STRAWBERRY PAPER NAPKINS,7198,6170.2,739,94,14,0.85,2009-12-07 18:02:00,2011-10-13 14:33:00,9.740189445196211
21082,SET/20 FRUIT SALAD PAPER NAPKINS,7171,1950.25,162,64,6,0.85,2009-12-10 13:59:00,2011-06-28 15:44:00,44.26543209876543
22710,WRAP I LOVE LONDON,7159,2810.78,172,70,10,0.42,2010-05-27 09:17:00,2011-12-04 13:32:00,41.622093023255815
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,7152,3797.2799999999997,553,43,11,0.85,2010-07-18 11:31:00,2011-11-28 15:54:00,12.933092224231464
22273,FELTCRAFT DOLL MOLLY,7143,19522.23,774,101,16,2.95,2009-12-07 12:19:00,2011-12-04 15:13:00,9.228682170542635
22041,"RECORD FRAME 7"" SINGLE SIZE",7126,17673.59,541,99,5,2.55,2009-12-10 09:49:00,2011-12-02 16:39:00,13.171903881700555
23231,WRAP DOILEY DESIGN,7102,2934.84,254,47,19,0.42,2011-01-12 15:06:00,2011-12-01 10:20:00,27.96062992125984
22198,LARGE POPCORN HOLDER,7102,12397.119999999999,636,59,12,1.65,2009-12-07 10:41:00,2011-02-21 11:35:00,11.166666666666666
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7074,872.21,28,8,4,0.65,2009-12-07 17:56:00,2010-02-19 10:54:00,252.64285714285714
22609,PENS ASSORTED SPACEBALL,7042,2393.0299999999997,197,63,6,0.21,2010-02-23 14:16:00,2011-12-02 16:34:00,35.746192893401016
22712,CARD DOLLY GIRL,7041,2907.88,501,68,18,0.42,2010-05-28 13:23:00,2011-12-02 10:41:00,14.053892215568862
84406B,CREAM CUPID HEARTS COAT HANGER,7030,22748.920000000002,826,100,11,3.25,2009-12-07 11:46:00,2011-12-04 11:56:00,8.51089588377724
