StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
21080,SET/20 RED RETROSPOT PAPER NAPKINS,30593,25007.95,2080,102,21,0.85,2009-12-07 10:42:00,2011-12-04 13:32:00,14.708173076923076,0.12690416219430767,37.90312359939302
22867,HAND WARMER BIRD DESIGN,11263,24865.61,1014,38,10,2.1,2010-09-10 13:59:00,2011-12-04 15:00:00,11.107495069033531,0.12618185035160415,38.029305449744626
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,12676,24858.760000000002,586,98,17,2.55,2009-12-07 17:56:00,2011-12-04 15:19:00,21.631399317406142,0.12614708966506122,38.15545253940969
22084,PAPER CHAIN KIT EMPIRE,8684,24828.510000000002,799,89,6,2.95,2009-12-07 13:24:00,2011-09-26 13:57:00,10.868585732165206,0.1259935844434666,38.28144612385315
21481,FAWN BLUE HOT WATER BOTTLE,7947,24786.81,993,98,17,2.95,2009-12-07 10:41:00,2011-12-04 12:44:00,8.003021148036254,0.12578197559254106,38.40722809944569
37503,TEA TIME CAKE STAND IN GIFT BOX,2393,24609.18,499,33,14,10.75,2009-12-07 11:47:00,2010-08-01 10:09:00,4.7955911823647295,0.12488058278223176,38.53210868222792
23173,REGENCY TEAPOT ROSES,2732,24462.33,405,30,17,9.95,2011-05-10 10:34:00,2011-12-02 16:39:00,6.745679012345679,0.12413538470649048,38.65624406693441
20972,PINK CREAM FELT CRAFT TRINKET BOX,20216,24408.8,1356,102,18,1.25,2009-12-07 12:19:00,2011-12-04 14:40:00,14.908554572271386,0.12386374389617771,38.78010781083059
21527,RED RETROSPOT TRADITIONAL TEAPOT,3252,24199.32,801,65,15,7.95,2009-12-07 10:41:00,2011-05-15 16:02:00,4.059925093632959,0.12280072657982577,38.90290853741042
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5902,24105.34,813,42,20,3.95,2010-11-11 13:24:00,2011-12-04 13:54:00,7.259532595325953,0.12232382010956247,39.02523235751998
47590A,BLUE HAPPY BIRTHDAY BUNTING,4736,24076.13,683,86,23,5.45,2009-12-10 11:39:00,2011-12-02 13:54:00,6.934114202049781,0.12217559242285901,39.14740794994284
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,104335,24006.829999999998,992,101,15,0.29,2009-12-07 13:07:00,2011-12-02 17:06:00,105.17641129032258,0.12182392591520583,39.26923187585805
22698,PINK REGENCY TEACUP AND SAUCER,8010,23732.93,1012,62,18,2.95,2010-08-11 15:46:00,2011-12-04 15:18:00,7.91501976284585,0.12043400590876703,39.38966588176682
22728,ALARM CLOCK BAKELIKE PINK,6078,23713.72,951,62,17,3.75,2010-09-24 13:04:00,2011-12-04 13:59:00,6.391167192429022,0.12033652374986346,39.51000240551668
84836,ZINC METAL HEART DECORATION,19187,23488.87,1365,102,13,1.25,2009-12-07 11:20:00,2011-12-04 12:52:00,14.056410256410256,0.1191955105572831,39.62919791607396
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3108,23420.83,647,99,10,8.5,2009-12-07 17:18:00,2011-12-04 12:44:00,4.80370942812983,0.1188502379861327,39.74804815406009
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4765,23281.13,458,26,20,4.95,2011-06-08 08:12:00,2011-12-04 15:19:00,10.403930131004367,0.11814132296276833,39.866189477022864
22605,WOODEN CROQUET GARDEN SET,1812,23162.53,631,84,14,12.75,2010-04-08 19:40:00,2011-12-04 14:55:00,2.8716323296354993,0.11753948100306172,39.98372895802593
21231,SWEETHEART CERAMIC TRINKET BOX,18685,23135.04,1431,94,19,1.25,2009-12-07 08:24:00,2011-12-02 11:16:00,13.057302585604472,0.11739998154713985,40.101128939573066
21790,VINTAGE SNAP CARDS,26733,23010.5,1828,102,16,0.85,2009-12-07 10:33:00,2011-12-04 14:55:00,14.62417943107221,0.1167679967439201,40.21789693631698
21314,SMALL GLASS HEART TRINKET POT,10519,22875.350000000002,1039,102,10,2.1,2009-12-07 12:32:00,2011-12-02 16:39:00,10.124157844080846,0.11608217093570469,40.33397910725269
48173C,DOORMAT BLACK FLOCK,4031,22812.14,482,94,9,7.95,2009-12-07 17:56:00,2011-12-04 11:00:00,8.363070539419088,0.11576140845448163,40.44974051570717
21955,DOORMAT UNION JACK GUNS AND ROSES,3768,22783.71,691,100,9,7.49,2009-12-07 08:13:00,2011-12-04 12:32:00,5.4529667149059335,0.11561713891894657,40.56535765462612
84406B,CREAM CUPID HEARTS COAT HANGER,7030,22748.920000000002,826,100,11,3.25,2009-12-07 11:46:00,2011-12-04 11:56:00,8.51089588377724,0.11544059522773077,40.68079824985385
22607,WOODEN ROUNDERS GARDEN SET,2511,22679.2,735,70,8,8.5,2010-04-08 19:40:00,2011-12-04 14:55:00,3.416326530612245,0.11508679740790999,40.79588504726176
22554,PLASTERS IN TIN WOODLAND ANIMALS,13477,22649.249999999996,1254,87,25,1.65,2010-03-25 12:43:00,2011-12-04 13:59:00,10.747208931419458,0.11493481455214932,40.91081986181391
21936,RED RETROSPOT PICNIC BAG,7760,22573.48,1032,101,21,2.95,2009-12-07 18:02:00,2011-12-04 16:02:00,7.51937984496124,0.11455031568800964,41.02537017750192
22625,RED KITCHEN SCALES,2586,22548.86,935,77,20,8.5,2010-05-04 12:18:00,2011-12-04 15:19:00,2.7657754010695186,0.11442538019856632,41.13979555770049
23344,JUMBO BAG 50'S CHRISTMAS,9526,22185.100000000002,671,25,12,2.08,2011-06-15 13:25:00,2011-12-04 16:07:00,14.19672131147541,0.11257946087931779,41.252375018579805
21791,VINTAGE HEADS AND TAILS CARD GAME,17004,22101.79,1258,102,23,1.25,2009-12-07 11:40:00,2011-12-04 13:45:00,13.516693163751988,0.11215669988721697,41.36453171846702
22556,PLASTERS IN TIN CIRCUS PARADE,13422,22061.85,1177,88,24,1.65,2010-03-25 12:12:00,2011-12-04 13:32:00,11.4035683942226,0.11195402224918423,41.47648574071621
22585,PACK OF 6 BIRDY GIFT TAGS,17481,21866.57,1074,90,18,1.25,2010-03-10 12:51:00,2011-12-02 16:39:00,16.276536312849164,0.11096306358230812,41.58744880429852
22499,WOODEN UNION JACK BUNTING,3573,21744.690000000002,769,95,8,5.95,2010-02-02 12:03:00,2011-12-04 12:52:00,4.64629388816645,0.11034457708948316,41.697793381388
37449,CERAMIC CAKE STAND + HANGING CAKES,2304,21603.15,462,84,15,9.95,2009-12-07 09:42:00,2011-12-02 12:07:00,4.987012987012987,0.10962632488900362,41.80741970627701
22456,NATURAL SLATE CHALKBOARD LARGE,4392,21379.23,825,88,7,4.95,2010-03-04 10:29:00,2011-12-02 13:49:00,5.323636363636363,0.10849003103050864,41.915909737307516
21210,SET OF 72 RETROSPOT PAPER  DOILIES,14865,21333.37,1131,95,25,1.45,2009-12-07 10:42:00,2011-12-02 16:39:00,13.143236074270558,0.10825731204001837,42.02416704934753
84970S,HANGING HEART ZINC T-LIGHT HOLDER,26007,21327.199999999997,1397,102,17,0.85,2009-12-07 17:56:00,2011-12-04 12:52:00,18.61632068718683,0.10822600204936583,42.132393051396896
22969,HOMEMADE JAM SCENTED CANDLES,14307,21216.129999999997,697,54,20,1.45,2010-11-21 11:28:00,2011-12-04 15:18:00,20.526542324246773,0.10766237147209252,42.24005542286899
21213,PACK OF 72 SKULL CAKE CASES,39824,21137.56,1451,102,21,0.55,2009-12-07 15:42:00,2011-12-04 15:19:00,27.445899379738112,0.10726366386016888,42.34731908672916
20749,ASSORTED COLOUR MINI CASES,2910,21062.93,747,100,21,7.95,2009-12-07 13:49:00,2011-12-04 12:02:00,3.895582329317269,0.10688494998619835,42.45420403671535
22113,GREY HEART HOT WATER BOTTLE,5507,21018.73,943,63,12,3.75,2009-12-07 11:39:00,2011-12-04 15:16:00,5.839872746553553,0.10666065475332287,42.56086469146867
23202,JUMBO BAG VINTAGE LEAF,10541,20995.43,854,31,11,2.08,2011-05-06 15:40:00,2011-12-04 16:07:00,12.343091334894613,0.10654241767354915,42.667407109142225
22570,FELTCRAFT CUSHION RABBIT,5631,20901.1,807,85,13,3.75,2010-03-10 09:30:00,2011-11-18 14:14:00,6.977695167286245,0.10606373510981283,42.77347084425204
23209,LUNCH BAG VINTAGE DOILY,12829,20851.37,1070,31,16,1.65,2011-05-08 11:08:00,2011-12-04 13:59:00,11.989719626168224,0.10581137760006404,42.8792822218521
22424,ENAMEL BREAD BIN CREAM,1515,20622.92,726,81,10,12.75,2010-05-16 11:35:00,2011-12-04 15:19:00,2.0867768595041323,0.1046520960174757,42.983934317869576
22941,CHRISTMAS LIGHTS 10 REINDEER,2498,20599.010000000002,462,31,14,8.5,2010-10-21 10:47:00,2011-12-04 15:35:00,5.406926406926407,0.1045307634605062,43.088465081330085
23206,LUNCH BAG APPLE DESIGN,12028,20514.66,1015,34,18,1.65,2011-04-11 16:47:00,2011-12-04 15:19:00,11.85024630541872,0.10410272493351418,43.1925678062636
AMAZONFEE,AMAZON FEE,3,20467.8,3,3,1,6706.71,2010-11-08 10:11:00,2011-03-28 11:57:00,1.0,0.10386493139024393,43.29643273765384
21218,RED SPOTTY BISCUIT TIN,5166,20346.25,869,102,19,3.75,2009-12-08 13:08:00,2011-12-02 14:48:00,5.944764096662831,0.10324811949983635,43.399680857153676
48116,DOORMAT MULTICOLOUR STRIPE,3403,20276.84,479,86,8,7.49,2009-12-07 18:02:00,2011-11-30 14:46:00,7.104384133611691,0.10289589479137737,43.50257675194506
22356,CHARLOTTE BAG PINK POLKADOT,19451,20210.01,1545,102,18,0.85,2009-12-07 11:35:00,2011-12-04 16:07:00,12.589644012944984,0.10255676242909074,43.605133514374145
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17644,20198.06,344,67,12,1.25,2010-08-05 15:01:00,2011-12-02 16:39:00,51.2906976744186,0.10249612152336991,43.70762963589752
22617,BAKING SET SPACEBOY DESIGN,4181,20159.61,926,89,23,4.95,2010-03-14 16:18:00,2011-12-04 12:02:00,4.515118790496761,0.10230100496897934,43.8099306408665
22568,FELTCRAFT CUSHION OWL,5455,20154.97,872,90,10,3.75,2010-03-10 09:30:00,2011-11-28 15:54:00,6.2557339449541285,0.1022774590440802,43.91220809991058
22569,FELTCRAFT CUSHION BUTTERFLY,5521,20104.43,784,85,10,3.75,2010-03-10 09:30:00,2011-10-25 09:31:00,7.042091836734694,0.10202099114657959,44.01422909105716
22632,HAND WARMER RED RETROSPOT,10087,20099.820000000003,752,31,9,2.1,2010-09-20 15:33:00,2011-12-04 13:54:00,13.413563829787234,0.10199759745826385,44.116226688515425
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,8145,20081.94,1196,102,18,2.55,2009-12-07 13:24:00,2011-12-04 12:32:00,6.8102006688963215,0.10190686445455764,44.21813355296998
21258,VICTORIAN SEWING BOX LARGE,1412,20060.98,498,71,8,12.75,2009-12-07 13:49:00,2011-12-02 16:39:00,2.8353413654618476,0.1018005018282891,44.31993405479827
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2554,20021.8,486,58,7,7.95,2009-12-07 08:24:00,2011-12-04 14:01:00,5.255144032921811,0.10160168085036916,44.42153573564864
22294,HEART FILIGREE DOVE  SMALL,16000,19826.32,830,101,11,1.25,2009-12-07 11:40:00,2011-12-01 15:56:00,19.27710843373494,0.10060970727293705,44.52214544292158
20723,STRAWBERRY CHARLOTTE BAG,17960,19814.04,1353,102,15,0.85,2009-12-07 09:18:00,2011-12-04 14:51:00,13.27420546932742,0.1005473917647988,44.622692834686376
85150,LADIES & GENTLEMEN METAL SIGN,8189,19761.92,1073,87,12,2.55,2009-12-07 12:18:00,2011-12-04 15:19:00,7.631873252562908,0.1002829060739058,44.72297574076028
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",3806,19738.7,781,96,19,4.95,2009-12-07 15:27:00,2011-12-04 15:19:00,4.873239436619718,0.10016507495835449,44.82314081571864
22381,TOY TIDY PINK POLKADOT,9247,19563.01,1093,97,19,2.1,2010-01-24 13:46:00,2011-12-04 16:07:00,8.460201280878316,0.09927352678043833,44.922414342499074
22273,FELTCRAFT DOLL MOLLY,7143,19522.23,774,101,16,2.95,2009-12-07 12:19:00,2011-12-04 15:13:00,9.228682170542635,0.09906658651807042,45.021480929017144
85014A,BLACK/BLUE POLKADOT UMBRELLA,3945,19504.170000000002,658,100,16,5.95,2009-12-07 08:13:00,2011-12-04 15:00:00,5.995440729483283,0.09897494009486385,45.12045586911201
22900,SET 2 TEA TOWELS I LOVE LONDON,6026,19375.7,704,62,11,3.25,2010-09-24 16:06:00,2011-12-02 16:39:00,8.559659090909092,0.09832301229921873,45.218778881411225
21622,VINTAGE UNION JACK CUSHION COVER,3583,19318.14,602,92,13,4.95,2009-12-07 12:32:00,2011-12-02 12:36:00,5.951827242524917,0.09803092104120262,45.316809802452426
48129,DOORMAT TOPIARY,3087,19311.33,527,99,10,7.95,2009-12-07 09:42:00,2011-12-04 15:35:00,5.857685009487666,0.0979963633367709,45.414806165789194
22427,ENAMEL FLOWER JUG CREAM,3210,19273.280000000002,798,70,11,5.95,2010-05-14 15:14:00,2011-11-28 14:26:00,4.022556390977444,0.09780327660349235,45.51260944239269
22561,WOODEN SCHOOL COLOURING SET,11467,19246.64,891,88,18,1.65,2010-03-25 11:28:00,2011-12-02 10:47:00,12.869809203142536,0.09766809051743346,45.61027753291012
22558,CLOTHES PEGS RETROSPOT PACK 24,13555,19114.43,1186,70,17,1.49,2010-04-14 13:39:00,2011-12-04 12:52:00,11.429173693086003,0.0969971838943912,45.707274716804505
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,5112,19109.04,571,91,19,3.75,2009-12-07 15:15:00,2011-12-02 13:52:00,8.952714535901926,0.09696983205490707,45.804244548859415
21174,POTTERING IN THE SHED METAL SIGN,9438,18997.829999999998,1094,102,5,2.08,2009-12-07 18:02:00,2011-12-04 15:19:00,8.627056672760512,0.09640549104024457,45.90065003989966
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1739,18939.67,408,76,13,12.75,2009-12-07 16:56:00,2011-12-04 15:18:00,4.262254901960785,0.09611035505056044,45.99676039495022
22952,60 CAKE CASES VINTAGE CHRISTMAS,32435,18874.3,1113,50,19,0.55,2010-09-17 15:04:00,2011-12-04 15:13:00,29.141958670260557,0.09577863153533263,46.092539026485554
22169,FAMILY ALBUM WHITE PICTURE FRAME,2203,18864.45,681,97,11,8.5,2009-12-07 17:56:00,2011-12-04 13:00:00,3.234948604992658,0.09572864719044974,46.188267673676
21908,CHOCOLATE THIS WAY METAL SIGN,9535,18782.2,948,102,16,2.1,2009-12-07 13:45:00,2011-12-04 13:32:00,10.058016877637131,0.0953112652242957,46.2835789389003
71053,WHITE METAL LANTERN,4740,18751.18,710,102,7,3.75,2009-12-07 17:56:00,2011-12-01 17:51:00,6.676056338028169,0.09515385259706047,46.378732791497356
22555,PLASTERS IN TIN STRONGMAN,11454,18508.809999999998,952,88,24,1.65,2010-03-25 12:12:00,2011-12-04 13:55:00,12.031512605042018,0.0939239332397747,46.47265672473713
22061,LARGE CAKE STAND  HANGING STRAWBERY,1984,18396.97,497,97,13,9.95,2009-12-08 07:59:00,2011-12-04 12:14:00,3.9919517102615694,0.09335639525686082,46.56601311999399
84949,SILVER HANGING T-LIGHT HOLDER,11479,18302.739999999998,673,100,7,1.65,2009-12-07 12:12:00,2011-12-04 14:01:00,17.056463595839524,0.09287822014840251,46.65889134014239
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,15478,18296.32,656,101,5,1.25,2009-12-07 11:05:00,2011-12-04 14:55:00,23.59451219512195,0.092845641519555,46.75173698166194
22847,BREAD BIN DINER STYLE IVORY,1152,18251.649999999998,477,50,19,16.95,2010-10-14 09:44:00,2011-12-04 15:19:00,2.4150943396226414,0.09261896124687291,46.84435594290881
21121,SET/10 RED POLKADOT PARTY CANDLES,14981,18148.88,857,102,20,1.25,2009-12-07 15:42:00,2011-12-04 11:45:00,17.480746791131857,0.09209744945767354,46.93645339236649
21035,SET/2 RED RETROSPOT TEA TOWELS,5823,18129.66,907,102,17,3.25,2009-12-07 17:56:00,2011-12-04 12:52:00,6.4200661521499445,0.09199991655324216,47.02845330891973
22505,MEMO BOARD COTTAGE DESIGN,3761,17957.71,739,90,23,4.95,2010-03-10 14:50:00,2011-12-04 15:19:00,5.089309878213802,0.09112734720272317,47.11958065612245
22041,"RECORD FRAME 7"" SINGLE SIZE",7126,17673.59,541,99,5,2.55,2009-12-10 09:49:00,2011-12-02 16:39:00,13.171903881700555,0.08968556526687291,47.20926622138933
22147,FELTCRAFT BUTTERFLY HEARTS,12620,17594.2,1112,101,15,1.45,2009-12-07 12:19:00,2011-12-01 11:18:00,11.348920863309353,0.08928269652166963,47.298548917911
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4502,17516.08,780,78,18,3.75,2009-12-07 13:32:00,2011-12-02 12:24:00,5.771794871794872,0.08888627245849696,47.387435190369494
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,21305,17480.31,637,90,11,0.85,2009-12-22 15:12:00,2011-12-04 13:00:00,33.445839874411305,0.08870475570555679,47.47613994607505
22297,HEART IVORY TRELLIS SMALL,13526,17451.41,949,102,9,1.25,2009-12-07 11:05:00,2011-12-04 14:01:00,14.252897787144363,0.08855810113021512,47.56469804720527
84467,ENGLISH ROSE DESIGN QUILTED THROW,815,17437.71,82,16,4,25.49,2009-12-10 12:10:00,2010-07-27 08:57:00,9.939024390243903,0.08848857975712927,47.653186626962395
21484,CHICK GREY HOT WATER BOTTLE,4399,17394.98,823,94,13,3.45,2009-12-07 11:39:00,2011-12-04 14:51:00,5.345078979343864,0.08827174411684037,47.74145837107923
22352,LUNCH BOX WITH CUTLERY RETROSPOT,6895,17336.29,1085,102,16,2.55,2009-12-07 08:13:00,2011-12-02 10:47:00,6.354838709677419,0.08797391861418286,47.829432289693415
22776,SWEETHEART CAKESTAND 3 TIER,1692,17291.18,680,59,13,9.95,2010-10-17 11:20:00,2011-12-04 12:31:00,2.488235294117647,0.08774500553827759,47.917177295231696
22557,PLASTERS IN TIN VINTAGE PAISLEY,10278,17226.55,1109,88,29,1.65,2010-03-25 13:16:00,2011-12-04 14:55:00,9.2678088367899,0.08741703719210694,48.0045943324238
21914,BLUE HARMONICA IN BOX,12589,17211.01,921,90,17,1.25,2010-01-25 15:38:00,2011-12-04 14:55:00,13.668838219326819,0.08733817864190592,48.09193251106571
22366,DOORMAT AIRMAIL,2536,17209.3,566,98,20,7.95,2010-01-04 16:11:00,2011-11-28 12:33:00,4.480565371024735,0.08732950115665215,48.17926201222236
21136,PAINTED METAL PEARS ASSORTED,10341,17129.36,725,101,12,1.69,2009-12-07 11:20:00,2011-12-04 11:50:00,14.26344827586207,0.08692384140741989,48.26618585362978
22633,HAND WARMER UNION JACK,8277,17012.120000000003,824,34,7,2.1,2010-10-07 09:12:00,2011-12-04 13:59:00,10.044902912621358,0.08632890083949407,48.352514754469276
20718,RED RETROSPOT SHOPPER BAG,12924,16913.93,1177,102,18,1.25,2009-12-07 08:53:00,2011-12-04 13:59:00,10.980458793542907,0.08583063050202701,48.4383453849713
84992,72 SWEETHEART FAIRY CAKE CASES,34134,16912.65,1419,102,20,0.55,2009-12-07 17:56:00,2011-12-04 15:19:00,24.054968287526428,0.08582413507446864,48.52416952004577
22560,TRADITIONAL MODELLING CLAY,13888,16803.3,730,88,12,1.25,2010-03-25 12:41:00,2011-12-04 13:32:00,19.024657534246575,0.08526923272797692,48.60943875277374
22652,TRAVEL SEWING KIT,9910,16794.05,830,70,26,1.65,2010-07-18 12:20:00,2011-11-15 16:38:00,11.939759036144578,0.08522229311476202,48.6946610458885
22654,DELUXE SEWING KIT,2509,16771.27,584,71,14,5.95,2010-07-19 11:59:00,2011-12-02 16:39:00,4.296232876712328,0.0851066948024339,48.779767740690936
47591D,PINK FAIRY CAKE CHILDRENS APRON,9017,16749.77,1105,98,23,1.95,2009-12-07 09:42:00,2011-12-04 11:45:00,8.160180995475113,0.08499759191766414,48.8647653326086
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,16981,16687.42,1057,101,16,0.95,2009-12-07 11:55:00,2011-12-04 13:20:00,16.06527909176916,0.08468119355183186,48.94944652616043
21889,WOODEN BOX OF DOMINOES,12502,16660.23,1080,102,16,1.25,2009-12-07 10:33:00,2011-12-04 14:15:00,11.575925925925926,0.084543216461744,49.033989742622175
21535,RED RETROSPOT SMALL MILK JUG,6688,16591.64,1088,101,14,2.55,2009-12-07 10:46:00,2011-12-04 11:24:00,6.147058823529412,0.0841951528865646,49.11818489550874
21156,RETROSPOT CHILDRENS APRON,8919,16575.22,900,101,23,1.95,2009-12-07 08:53:00,2011-12-04 16:07:00,9.91,0.08411182872991718,49.20229672423866
23240,SET OF 4 KNICK KNACK TINS DOILY,4046,16459.16,514,26,24,4.15,2011-06-07 13:10:00,2011-12-04 13:54:00,7.871595330739299,0.08352287613427174,49.28581960037293
22837,HOT WATER BOTTLE BABUSHKA,3534,16455.18,450,31,9,4.65,2010-10-06 16:17:00,2011-09-25 14:37:00,7.8533333333333335,0.0835026794142074,49.36932227978714
21533,RETRO SPOT LARGE MILK JUG,3295,16360.95,931,102,17,4.95,2009-12-07 14:10:00,2011-12-02 14:48:00,3.539205155746509,0.0830245043057491,49.45234678409289
21164,HOME SWEET HOME METAL SIGN,5876,16310.730000000001,699,102,17,2.95,2009-12-08 12:48:00,2011-12-04 11:56:00,8.406294706723891,0.0827696602651381,49.535116444358025
22487,WHITE WOOD GARDEN PLANT LADDER,1617,16236.05,889,89,17,9.95,2010-03-05 16:02:00,2011-12-01 16:22:00,1.8188976377952757,0.08239069266352857,49.617507137021555
22662,LUNCH BAG DOLLY GIRL DESIGN,9898,16118.72,985,71,17,1.65,2010-07-19 12:22:00,2011-12-04 13:59:00,10.048730964467005,0.08179529538585255,49.69930243240741
21155,RED RETROSPOT PEG BAG,6570,16069.55,951,92,12,2.55,2009-12-07 15:26:00,2011-12-04 12:52:00,6.908517350157728,0.08154577962566052,49.78084821203307
22191,IVORY DINER WALL CLOCK,1945,16012.79,610,85,13,8.5,2009-12-07 13:59:00,2011-12-02 12:24:00,3.1885245901639343,0.08125774800986839,49.86210596004294
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1657,15979.369999999999,475,87,14,9.95,2009-12-07 11:46:00,2011-12-04 10:29:00,3.488421052631579,0.08108815645596118,49.9431941164989
22993,SET OF 4 PANTRY JELLY MOULDS,12242,15974.33,1044,42,19,1.25,2011-02-16 15:13:00,2011-12-04 13:54:00,11.726053639846743,0.08106258070995004,50.02425669720885
22759,SET OF 3 NOTEBOOKS IN PARCEL,9380,15866.559999999998,795,69,20,1.65,2010-08-08 12:43:00,2011-11-30 11:08:00,11.79874213836478,0.08051569615685068,50.1047723933657
22692,DOORMAT WELCOME TO OUR HOME,2121,15816.93,597,71,16,7.95,2010-06-28 13:53:00,2011-12-04 13:54:00,3.5527638190954773,0.08026384610237988,50.18503623946808
22634,CHILDS BREAKFAST SET SPACEBOY,1673,15787.289999999999,491,80,20,9.95,2010-05-20 09:27:00,2011-12-02 14:25:00,3.4073319755600813,0.08011343635798103,50.265149675826066
22413,METAL SIGN TAKE IT OR LEAVE IT,5540,15772.840000000002,874,96,20,2.95,2010-01-29 13:52:00,2011-12-04 13:32:00,6.338672768878719,0.08004010907031021,50.34518978489638
22296,HEART IVORY TRELLIS LARGE,9546,15731.989999999998,811,91,10,1.65,2009-12-08 10:02:00,2011-12-04 14:01:00,11.770653514180024,0.07983281358924767,50.425022598485626
22635,CHILDS BREAKFAST SET DOLLY GIRL,1653,15725.359999999999,480,77,21,9.95,2010-05-20 09:27:00,2011-12-02 13:12:00,3.44375,0.07979916930431634,50.50482176778994
22193,RED DINER WALL CLOCK,1864,15661.220000000001,598,76,16,8.5,2009-12-07 17:56:00,2011-12-04 10:10:00,3.117056856187291,0.0794736874890079,50.58429545527895
22690,DOORMAT HOME SWEET HOME BLUE,2507,15658.3,430,69,15,7.95,2010-06-28 13:53:00,2011-12-04 10:11:00,5.830232558139535,0.07945886979489034,50.66375432507384
